ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
4.293961235,134.7368557,8572.421509,4.190696211,201.89384,291.1215276,8.236557503,34.789098,2.545631345,0
4.296247024,134.7505122,8580.245561,4.210284081,201.89384,291.1484489,8.27188162,34.789098,2.555026904,1
4.30002934,134.8895096,8607.61251,4.219710533,201.89384,291.3042116,8.280181032,34.789098,2.558772744,0
4.301373467,135.2592725,8644.831047,4.234142964,201.89384,291.3537014,8.286550373,34.789098,2.559708228,0
4.303574607,135.5230624,8667.720239,4.239997135,201.89384,291.6002828,8.304288382,34.789098,2.560299148,1
4.3107015,135.7121661,8672.527773,4.242828909,201.89384,291.7960672,8.320276395,34.789098,2.566048788,1
4.313219151,135.8023617,8692.538152,4.24970162,201.89384,292.3158365,8.335244529,34.789098,2.568079877,0
4.317187354,135.891978,8712.002588,4.250150949,201.89384,292.3901551,8.348506272,34.789098,2.569468001,0
4.319440673,135.9384675,8721.231885,4.250916792,201.89384,292.8608167,8.354867121,34.789098,2.571391506,0
4.328282516,136.0906769,8722.153022,4.25272141,201.89384,293.4779981,8.360283485,34.789098,2.572830423,0
4.334057806,136.2950366,8727.247349,4.263279092,201.89384,293.8334657,8.38640745,34.789098,2.574191772,0
4.337119469,136.3237517,8729.096217,4.27071779,201.89384,293.8342645,8.398237311,34.789098,2.575141031,1
4.348674993,136.5577849,8730.312436,4.271544671,201.89384,293.9175991,8.39973464,34.789098,2.575423028,0
4.349439999,136.5773812,8746.901717,4.275693047,201.89384,294.1656228,8.404570009,34.789098,2.585849315,0
4.37047658,136.8792139,8777.686784,4.286930405,201.89384,294.1786394,8.412402057,34.789098,2.589867903,0
4.374877632,136.8905306,8810.89581,4.297889825,201.89384,294.2980647,8.445127066,34.789098,2.590635463,1
4.400509039,136.9768791,8835.555876,4.300509255,201.89384,294.3100808,8.457141855,34.789098,2.59383368,0
4.405327147,136.9904663,8855.114121,4.312761964,201.89384,294.3251422,8.510882717,34.789098,2.600187733,0
4.429378735,137.0073552,8864.68648,4.313264846,201.89384,294.3839141,8.512225339,34.789098,2.600618679,1
4.430281212,137.2534266,8870.902966,4.338353353,201.89384,294.5828325,8.517762309,34.789098,2.601517589,0
4.439095783,137.3181658,8896.195118,4.339125999,201.89384,294.6365314,8.52486424,34.789098,2.604707845,1
4.443238899,137.6893436,8904.799818,4.339310242,201.89384,294.8468015,8.547283221,34.789098,2.604959925,0
4.443850856,138.0076716,8906.975623,4.344706918,201.89384,294.8760563,8.567579587,34.789098,2.612248953,0
4.473882085,138.2239834,8918.8926,4.346608362,201.89384,294.9155842,8.567973067,34.789098,2.613532097,0
4.477091714,138.4318942,8985.911807,4.357087861,201.89384,294.9912247,8.574690965,34.789098,2.61476606,0
4.483402761,138.4401107,9000.025591,4.362641198,201.89384,295.0424923,8.582461166,34.789098,2.615257476,0
4.487517479,138.513588,9001.658753,4.36452141,201.89384,295.3858255,8.589895535,34.789098,2.619420879,0
4.489783796,138.5257115,9025.07936,4.365238215,201.89384,295.6539574,8.597973316,34.789098,2.620538023,0
4.495357679,139.0499167,9028.760345,4.368152032,201.89384,295.6751366,8.602425359,34.789098,2.626546784,0
4.497585145,139.1187027,9049.682595,4.371024856,201.89384,295.7495252,8.606396747,34.789098,2.62786247,0
4.533399114,139.129083,9064.035831,4.38109672,201.89384,295.7570532,8.623794838,34.789098,2.633890804,1
4.552238411,139.1697436,9076.646483,4.382721317,201.89384,296.074382,8.630090798,34.789098,2.634341021,0
4.556656719,139.3311518,9082.816175,4.384357707,201.89384,296.2607844,8.634318939,34.789098,2.637364885,0
4.560916536,139.3622529,9094.3133,4.39313815,201.89384,296.3975472,8.637461294,34.789098,2.640246413,0
4.562156483,139.6857588,9138.029344,4.39883127,201.89384,296.9641017,8.64249441,34.789098,2.642003806,0
4.563370643,139.7708723,9163.294448,4.405034532,201.89384,297.1064944,8.654764784,34.789098,2.643212412,0
4.570854413,139.9068664,9225.770911,4.415975931,201.89384,297.1126211,8.660869468,34.789098,2.64503637,0
4.574124682,139.9553504,9258.767076,4.425026226,201.89384,297.61154,8.662214826,34.789098,2.649423905,1
4.581968728,139.959471,9265.104948,4.425559304,201.89384,297.6313652,8.663293701,34.789098,2.653126688,0
4.594209164,140.3667086,9323.21829,4.43266929,201.89384,297.6758766,8.666283308,34.789098,2.65459449,0
4.595607756,140.6128657,9344.653322,4.433724763,201.89384,297.7636847,8.667720302,34.789098,2.658843412,1
4.616438934,140.7390623,9363.853988,4.438196616,201.89384,298.0530573,8.668672182,34.789098,2.659977662,0
4.618850847,140.8678983,9381.239931,4.439791251,201.89384,298.550513,8.688714873,34.789098,2.663920734,0
4.624304291,140.9261955,9407.664039,4.449122633,201.89384,298.6717594,8.713963616,34.789098,2.664832796,0
4.633202516,141.1289215,9439.783993,4.453252427,201.89384,298.9906665,8.716667103,34.789098,2.664946055,0
4.638250259,141.300305,9460.322635,4.462707246,201.89384,299.1942452,8.730149177,34.789098,2.670976747,1
4.642953052,141.4883912,9465.323905,4.46567696,201.89384,299.2797747,8.741257762,34.789098,2.672988737,1
4.663492192,141.4924095,9472.61492,4.466577191,201.89384,299.4049766,8.772738387,34.789098,2.673440871,0
4.666148131,141.5918405,9480.617796,4.484021278,201.89384,299.8869966,8.802846639,34.789098,2.674040012,1
4.668101687,141.6152867,9496.910354,4.493900098,201.89384,300.0199103,8.803475287,34.789098,2.676593519,1
4.68109876,141.6223953,9544.862671,4.502117034,201.89384,300.0624866,8.811986112,34.789098,2.678910713,0
4.691438315,141.8102426,9546.129215,4.503365936,201.89384,300.1251254,8.816486899,34.789098,2.686068741,0
4.692196563,141.9307813,9559.547392,4.506293474,201.89384,300.358972,8.818756567,34.789098,2.688643285,0
4.695516141,142.1455656,9566.12227,4.5071016,201.89384,300.411744,8.819491446,34.789098,2.691485135,0
4.700392724,142.1478106,9583.710441,4.528076191,201.89384,300.5479288,8.828688919,34.789098,2.691610395,0
4.704183667,142.2720842,9592.151333,4.531581224,201.89384,300.9334915,8.840514451,34.789098,2.69238888,0
4.704698462,142.2774127,9609.740605,4.532979039,201.89384,301.2028853,8.857599142,34.789098,2.695799697,1
4.705356496,142.5341263,9615.83271,4.536412951,201.89384,301.7534765,8.857705531,34.789098,2.707129162,0
4.709186747,142.806978,9624.300462,4.545520137,201.89384,301.8959591,8.863614187,34.789098,2.713248379,0
4.713116701,142.860598,9626.893206,4.554573627,201.89384,301.9535508,8.866966526,34.789098,2.715186685,0
4.723312573,143.0942854,9632.730976,4.563008686,201.89384,301.9842395,8.881999344,34.789098,2.718397734,0
4.725785565,143.099103,9651.874826,4.584071245,201.89384,302.1907102,8.900408731,34.789098,2.722571208,1
4.725997721,143.1865077,9654.733681,4.58413391,201.89384,302.200496,8.92359387,34.789098,2.722908161,1
4.731320076,143.2999595,9660.658302,4.598669852,201.89384,302.4123743,8.93024245,34.789098,2.72365054,1
4.736404607,143.3002003,9694.354896,4.599387943,201.89384,302.4223185,8.939818292,34.789098,2.725564949,1
4.737391257,143.4313503,9712.560664,4.600729971,201.89384,302.9404332,8.942072174,34.789098,2.728617352,0
4.739548767,143.4537313,9727.65317,4.602849948,201.89384,303.1081459,8.954519549,34.789098,2.728799592,1
4.740056688,143.505413,9727.761716,4.610244692,201.89384,303.2563429,8.95640146,34.789098,2.729104523,1
4.745764371,143.7674977,9734.677103,4.613310783,201.89384,303.3336324,8.963253883,34.789098,2.730792274,0
4.758439425,143.7884118,9772.504814,4.613721484,201.89384,303.4963734,8.974388438,34.789098,2.739234987,0
4.758648347,144.2095352,9782.344284,4.633573767,201.89384,303.5967986,8.986363424,34.789098,2.741791308,0
4.761105185,144.2363578,9783.368727,4.639027545,201.89384,303.6881065,8.992754272,34.789098,2.743866752,1
4.762828659,144.2371807,9809.904,4.639115858,201.89384,303.8787934,8.997226333,34.789098,2.743890222,1
4.767472455,144.2652699,9812.122463,4.646211053,201.89384,303.9682027,9.001820488,34.789098,2.745803765,1
4.771490669,144.6139557,9836.401847,4.649166446,201.89384,304.2394809,9.003646567,34.789098,2.746649834,0
4.775221956,144.815264,9840.78282,4.64925393,201.89384,304.7136645,9.006142614,34.789098,2.747027112,1
4.775983439,144.9029318,9844.702293,4.652513833,201.89384,304.9563717,9.025661104,34.789098,2.747312999,0
4.788861062,144.9957904,9848.035583,4.656537749,201.89384,305.2436004,9.027167172,34.789098,2.747332827,1
4.79084054,145.0101719,9887.830755,4.660411233,201.89384,305.4173061,9.028358906,34.789098,2.748428797,1
4.797460182,145.2466176,9898.022209,4.660528471,201.89384,305.6294093,9.034066753,34.789098,2.750695905,0
4.801154368,145.2777064,9913.963346,4.667081744,201.89384,305.8275349,9.039042454,34.789098,2.752134121,0
4.808039747,145.3419366,9929.19481,4.701049346,201.89384,305.834487,9.057548785,34.789098,2.757856838,0
4.81183249,145.483239,9943.637599,4.70282091,201.89384,306.0239747,9.063963653,34.789098,2.758658531,0
4.812433652,145.4923058,9943.929785,4.709044275,201.89384,306.1155393,9.064445019,34.789098,2.760212574,1
4.814135621,145.7681806,9959.135015,4.710509992,201.89384,306.3455625,9.06690217,34.789098,2.764633881,0
4.815766791,145.7903699,9968.962738,4.711350413,201.89384,306.3559039,9.069161478,34.789098,2.765722248,1
4.825591458,145.7973174,9973.934059,4.716576508,201.89384,306.3862826,9.085278555,34.789098,2.768238928,1
4.835297728,145.8054024,9975.601334,4.724373099,201.89384,306.6925042,9.105812815,34.789098,2.769164071,0
4.838571107,145.8062707,10039.53838,4.726912286,201.89384,306.7822306,9.106873165,34.789098,2.770822653,0
4.850104171,145.8258687,10102.48972,4.727072323,201.89384,306.7843022,9.113945216,34.789098,2.770948497,0
4.851103882,146.0553835,10112.20732,4.731348985,201.89384,306.8374019,9.139903342,34.789098,2.774960949,0
4.85558776,146.1305994,10117.08444,4.735332224,201.89384,306.872526,9.142523494,34.789098,2.775635434,1
4.857802624,146.2503249,10120.11268,4.737825631,201.89384,307.379142,9.147436119,34.789098,2.777726265,1
4.858055602,146.5902323,10168.17654,4.739360117,201.89384,307.4333027,9.151209133,34.789098,2.778905951,0
4.865069696,146.6272367,10171.7101,4.740110743,201.89384,307.6913606,9.177841645,34.789098,2.779901842,1
4.865444268,146.7620233,10194.32541,4.745340497,201.89384,307.725009,9.182833652,34.789098,2.781944108,1
4.868827135,146.7899381,10215.81242,4.745970266,201.89384,307.877571,9.184400747,34.789098,2.784712797,1
4.872560878,146.8656798,10220.71236,4.751004539,201.89384,307.9180751,9.209972147,34.789098,2.786329667,1
4.881729594,146.8830382,10280.9295,4.752267563,201.89384,307.9875511,9.213267539,34.789098,2.79584013,1
4.884388229,146.9702452,10315.35397,4.755312179,201.89384,308.0860503,9.223072487,34.789098,2.798158402,0
4.886057057,147.117918,10323.95784,4.755879695,201.89384,308.7297975,9.225985273,34.789098,2.798242842,0
4.886379804,147.1486747,10337.5417,4.768780801,201.89384,308.7925146,9.226618665,34.789098,2.798600948,1
4.89196004,147.1798038,10343.37885,4.777124262,201.89384,309.2546197,9.237117976,34.789098,2.799440618,0
4.894278074,147.4719727,10345.39931,4.790681389,201.89384,309.6084112,9.246907607,34.789098,2.799883321,0
4.897691707,147.490575,10389.54254,4.792361012,201.89384,309.9304282,9.250627524,34.789098,2.80042812,1
4.901906856,147.5818314,10418.10834,4.79273841,201.89384,309.9832868,9.253350629,34.789098,2.804480385,1
4.902158989,147.7110861,10443.79653,4.793574529,201.89384,310.0748512,9.261965326,34.789098,2.804525051,0
4.906491593,147.9168921,10452.72441,4.796665836,201.89384,310.2619742,9.300117278,34.789098,2.804923583,0
4.908899724,147.9680603,10453.08732,4.803372505,201.89384,310.4359793,9.305732858,34.789098,2.804926824,0
4.909518983,147.9952711,10465.2616,4.80675902,201.89384,310.7711779,9.31377068,34.789098,2.807129775,1
4.909640554,148.1031295,10488.77094,4.807069267,201.89384,310.851138,9.320040153,34.789098,2.812503635,0
4.912557262,148.1530614,10490.83899,4.81465598,201.89384,310.9278353,9.333898337,34.789098,2.813526756,1
4.916740541,148.1860133,10494.57337,4.823831505,201.89384,311.0930645,9.343333976,34.789098,2.813888599,0
4.916819229,148.1936976,10498.63515,4.842658321,201.89384,311.1789547,9.347633986,34.789098,2.814000683,0
4.921093903,148.253186,10513.29678,4.845205476,201.89384,311.6355739,9.348252155,34.789098,2.816074739,1
4.922045466,148.2961767,10529.3103,4.854334534,201.89384,311.7457571,9.386798894,34.789098,2.817258117,0
4.923178856,148.3792348,10540.34228,4.865462912,201.89384,311.7500192,9.387781276,34.789098,2.817391374,1
4.931958445,148.3937237,10562.46054,4.86609241,201.89384,311.7729001,9.416901598,34.789098,2.817780458,1
4.933106138,148.4153089,10571.77038,4.868479989,201.89384,311.7970421,9.422744515,34.789098,2.820927249,0
4.941972157,148.6079443,10575.18628,4.870660378,201.89384,311.9742339,9.438369333,34.789098,2.826111941,1
4.943508444,148.6140018,10587.30493,4.875413881,201.89384,312.0025326,9.439925286,34.789098,2.831234426,0
4.9456947,148.6246065,10603.09802,4.880910339,201.89384,312.0198403,9.45647317,34.789098,2.83390143,1
4.95141352,148.7377009,10634.05905,4.881376648,201.89384,312.2813818,9.47598138,34.789098,2.835794284,1
4.959852811,148.8421293,10643.18677,4.892716651,201.89384,312.3490171,9.47775606,34.789098,2.840097214,1
4.961352728,148.8627584,10673.58267,4.894281397,201.89384,312.3885856,9.497937073,34.789098,2.840893066,0
4.964070342,148.9891464,10676.50848,4.894373617,201.89384,312.8693643,9.500295529,34.789098,2.840910756,0
4.96577356,149.0428459,10704.60318,4.89987481,201.89384,313.0096389,9.504879668,34.789098,2.842393186,0
4.979468811,149.0794958,10762.93863,4.907299307,201.89384,313.0915196,9.512102516,34.789098,2.842470708,1
4.98167205,149.1227941,10794.7839,4.90957289,201.89384,313.254743,9.515292142,34.789098,2.844632741,0
4.99139689,149.1716903,10815.39944,4.915101055,201.89384,313.3618703,9.53449908,34.789098,2.846501199,0
4.993530734,149.3082966,10816.27337,4.916302562,201.89384,313.4779593,9.536536617,34.789098,2.847843538,1
4.997770601,149.5580888,10823.30037,4.922166879,201.89384,313.513502,9.545091693,34.789098,2.847875248,1
4.999413811,149.5632817,10830.80125,4.924388997,201.89384,313.7019343,9.55173234,34.789098,2.848370818,0
5.006562979,149.7687439,10835.20116,4.925015362,201.89384,313.8787713,9.557030905,34.789098,2.850183766,0
5.01804587,149.8389003,10836.96978,4.930380712,201.89384,314.4258339,9.561964301,34.789098,2.853767349,0
5.018132384,149.853487,10859.55375,4.933662227,201.89384,314.5298134,9.5785846,34.789098,2.854526552,0
5.019984767,149.9386547,10897.15029,4.935997766,201.89384,314.834175,9.57860245,34.789098,2.856175487,0
5.023380784,149.9550474,10909.19459,4.942929901,201.89384,314.9650897,9.583323113,34.789098,2.857472426,1
5.03377399,150.0745333,10922.54199,4.945127888,201.89384,315.0781346,9.604154965,34.789098,2.857687205,0
5.036453976,150.07609,10925.3601,4.945416599,201.89384,315.1412672,9.61134874,34.789098,2.86022397,1
5.038316783,150.1749234,10930.05567,4.945555199,201.89384,315.189948,9.612293184,34.789098,2.860992949,1
5.039373609,150.4512796,11006.04851,4.947531357,201.89384,315.1993932,9.614106025,34.789098,2.861063943,0
5.039406776,150.4952143,11067.18115,4.948814509,201.89384,315.229665,9.619021313,34.81639772,2.865031443,0
